alert_id,timestamp,machine_id,operator_id,task_id,alert_type,severity,source,message,recommended_action,resolved
AL000109,2025-07-20 16:59:00,M0032,OP0018,T00169,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000280,2025-07-20 17:06:00,M0001,OP0036,T00415,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000788,2025-07-21 08:00:00,M0002,OP0041,,UNUSUAL_BEHAVIOR,HIGH,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000113,2025-07-21 12:27:00,M0001,OP0045,T00179,PROXIMITY,LOW,safety_events,Unsafe reversing maneuver detected.,Reinforce spotter protocol for reversing operations.,False
AL001238,2025-07-21 13:00:00,M0013,,,ENVIRONMENTAL_RISK,MEDIUM,environment,"Hazardous environmental conditions (fog, visibility 65m).",Consider pausing operations until conditions improve.,True
AL000808,2025-07-22 12:00:00,M0040,OP0021,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,True
AL000768,2025-07-23 09:00:00,M0017,OP0027,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000416,2025-07-23 09:58:00,M0029,OP0010,T00673,UNUSUAL_BEHAVIOR,LOW,safety_events,Harsh braking event detected.,Review braking technique with operator.,True
AL000658,2025-07-23 10:54:00,M0018,OP0052,T00580,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,True
AL001303,2025-07-23 13:00:00,M0023,,,ENVIRONMENTAL_RISK,MEDIUM,environment,"Hazardous environmental conditions (fog, visibility 67m).",Consider pausing operations until conditions improve.,False
AL001112,2025-07-23 15:03:42,M0018,OP0052,T00580,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000945,2025-07-23 22:35:48,M0001,OP0018,T00026,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL000755,2025-07-24 06:00:00,M0012,OP0015,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL001249,2025-07-24 13:00:00,M0033,,,ENVIRONMENTAL_RISK,MEDIUM,environment,"Hazardous environmental conditions (fog, visibility 104m).",Consider pausing operations until conditions improve.,False
AL000294,2025-07-24 15:04:00,M0027,OP0049,T00450,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000820,2025-07-25 07:00:00,M0002,OP0029,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000580,2025-07-25 11:53:00,M0023,OP0014,T00177,UNUSUAL_BEHAVIOR,HIGH,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000110,2025-07-25 12:25:00,M0023,OP0014,T00177,PROXIMITY,LOW,safety_events,Obstacle detected within the machine operating zone.,Reassess path and clear or route around obstacle.,True
AL000746,2025-07-25 15:00:00,M0041,OP0009,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000111,2025-07-25 15:02:00,M0023,OP0014,T00177,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000112,2025-07-25 15:06:00,M0023,OP0014,T00177,UNUSUAL_BEHAVIOR,LOW,safety_events,Harsh braking event detected.,Review braking technique with operator.,True
AL000878,2025-07-26 07:00:00,M0019,OP0041,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,True
AL000672,2025-07-26 11:41:00,M0012,OP0016,T00660,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,True
AL001302,2025-07-26 13:00:00,M0037,,,ENVIRONMENTAL_RISK,MEDIUM,environment,"Hazardous environmental conditions (fog, visibility 285m).",Consider pausing operations until conditions improve.,True
AL000735,2025-07-28 06:00:00,M0022,OP0008,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL001087,2025-07-28 13:48:30,M0034,OP0021,T00500,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL001199,2025-07-28 19:00:00,M0025,,,ENVIRONMENTAL_RISK,HIGH,environment,"Hazardous environmental conditions (storm, visibility 63m).",Consider pausing operations until conditions improve.,False
AL000716,2025-07-29 06:00:00,M0025,OP0046,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000801,2025-07-29 10:00:00,M0022,OP0007,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL001002,2025-07-29 21:14:06,M0002,OP0034,T00221,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000919,2025-07-30 06:00:00,M0011,OP0020,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000821,2025-07-30 08:00:00,M0030,OP0041,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,True
AL000361,2025-07-30 10:59:00,M0011,OP0046,T00572,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000362,2025-07-30 12:19:00,M0011,OP0046,T00572,PROXIMITY,LOW,safety_events,Worker detected within the machine operating zone.,Pause operation and confirm clear zone before resuming.,False
AL000906,2025-07-30 15:00:00,M0041,OP0038,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL001253,2025-07-31 06:00:00,M0016,,,ENVIRONMENTAL_RISK,HIGH,environment,"Hazardous environmental conditions (storm, visibility 204m).",Consider pausing operations until conditions improve.,False
AL000842,2025-07-31 06:00:00,M0041,OP0045,,UNUSUAL_BEHAVIOR,HIGH,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000926,2025-07-31 13:00:00,M0031,OP0027,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,True
AL000652,2025-08-01 10:13:00,M0004,OP0011,T00563,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,True
AL000354,2025-08-01 10:41:00,M0004,OP0011,T00563,PROXIMITY,LOW,safety_events,Obstacle detected within the machine operating zone.,Reassess path and clear or route around obstacle.,True
AL001105,2025-08-01 12:20:42,M0004,OP0011,T00563,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000576,2025-08-01 13:17:00,M0038,OP0052,T00165,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000102,2025-08-01 13:30:00,M0038,OP0052,T00165,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000103,2025-08-01 14:51:00,M0038,OP0052,T00165,PROXIMITY,MEDIUM,safety_events,Unsafe reversing maneuver detected.,Reinforce spotter protocol for reversing operations.,True
AL000722,2025-08-01 15:00:00,M0007,OP0009,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000390,2025-08-01 16:24:00,M0037,OP0011,T00622,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000422,2025-08-01 16:43:00,M0042,OP0026,T00687,PROXIMITY,LOW,safety_events,Site vehicle detected within unsafe operating distance.,Coordinate with vehicle operator and increase clearance.,True
AL000391,2025-08-01 18:35:00,M0037,OP0011,T00622,PROXIMITY,LOW,safety_events,Worker detected within the machine operating zone.,Pause operation and confirm clear zone before resuming.,True
AL001124,2025-08-01 23:40:48,M0037,OP0011,T00622,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000412,2025-08-02 13:16:00,M0020,OP0024,T00662,SEATBELT,HIGH,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL001096,2025-08-03 18:53:30,M0029,OP0051,T00535,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL001285,2025-08-04 06:00:00,M0025,,,ENVIRONMENTAL_RISK,MEDIUM,environment,"Hazardous environmental conditions (fog, visibility 171m).",Consider pausing operations until conditions improve.,True
AL000922,2025-08-04 06:00:00,M0006,OP0046,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000687,2025-08-04 06:13:00,M0031,OP0037,T00755,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000686,2025-08-04 06:13:00,M0031,OP0037,T00755,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,False
AL000463,2025-08-04 06:41:00,M0031,OP0037,T00755,PROXIMITY,MEDIUM,safety_events,Worker detected within the machine operating zone.,Pause operation and confirm clear zone before resuming.,False
AL000859,2025-08-04 08:00:00,M0011,OP0027,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000700,2025-08-04 08:48:00,M0024,OP0044,T00814,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,False
AL001162,2025-08-04 10:03:12,M0031,OP0037,T00755,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000501,2025-08-04 11:12:00,M0024,OP0044,T00814,UNUSUAL_BEHAVIOR,MEDIUM,safety_events,Machine speed exceeded safe operating threshold.,Coach operator on speed limits for this machine type.,True
AL000520,2025-08-04 14:38:00,M0008,OP0016,T00842,PROXIMITY,MEDIUM,safety_events,Site vehicle detected within unsafe operating distance.,Coordinate with vehicle operator and increase clearance.,True
AL001175,2025-08-04 14:55:48,M0024,OP0044,T00814,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL000685,2025-08-05 11:16:00,M0017,OP0002,T00750,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,True
AL000914,2025-08-05 15:00:00,M0017,OP0027,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL001258,2025-08-05 19:00:00,M0015,,,ENVIRONMENTAL_RISK,MEDIUM,environment,"Hazardous environmental conditions (fog, visibility 256m).",Consider pausing operations until conditions improve.,True
AL000736,2025-08-06 13:00:00,M0025,OP0009,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,False
AL001215,2025-08-07 13:00:00,M0023,,,ENVIRONMENTAL_RISK,MEDIUM,environment,"Hazardous environmental conditions (fog, visibility 294m).",Consider pausing operations until conditions improve.,True
AL000907,2025-08-08 09:00:00,M0024,OP0023,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000690,2025-08-08 12:18:00,M0033,OP0040,T00787,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,True
AL000639,2025-08-09 06:07:00,M0042,OP0002,T00480,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,False
AL000871,2025-08-09 09:00:00,M0013,OP0038,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL001080,2025-08-09 12:43:36,M0042,OP0002,T00480,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000038,2025-08-09 17:16:00,M0014,OP0041,T00051,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,False
AL001230,2025-08-09 19:00:00,M0010,,,ENVIRONMENTAL_RISK,MEDIUM,environment,"Hazardous environmental conditions (fog, visibility 84m).",Consider pausing operations until conditions improve.,False
AL001135,2025-08-10 15:06:00,M0030,OP0010,T00654,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL000218,2025-08-10 16:20:00,M0026,OP0013,T00326,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL001039,2025-08-10 20:07:18,M0026,OP0013,T00326,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL000539,2025-08-11 08:54:00,M0032,OP0041,T00004,UNUSUAL_BEHAVIOR,HIGH,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000538,2025-08-11 08:54:00,M0032,OP0041,T00004,HIGH_IDLE,HIGH,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,True
AL000002,2025-08-11 10:09:00,M0032,OP0041,T00004,PROXIMITY,LOW,safety_events,Site vehicle detected within unsafe operating distance.,Coordinate with vehicle operator and increase clearance.,True
AL000003,2025-08-11 11:35:00,M0032,OP0041,T00004,PROXIMITY,MEDIUM,safety_events,Site vehicle detected within unsafe operating distance.,Coordinate with vehicle operator and increase clearance.,False
AL000004,2025-08-11 12:09:00,M0032,OP0041,T00004,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL001236,2025-08-12 06:00:00,M0011,,,ENVIRONMENTAL_RISK,MEDIUM,environment,"Hazardous environmental conditions (fog, visibility 239m).",Consider pausing operations until conditions improve.,False
AL001205,2025-08-13 06:00:00,M0018,,,ENVIRONMENTAL_RISK,HIGH,environment,"Hazardous environmental conditions (storm, visibility 137m).",Consider pausing operations until conditions improve.,True
AL000641,2025-08-13 13:13:00,M0002,OP0031,T00502,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000321,2025-08-13 13:30:00,M0002,OP0031,T00502,UNUSUAL_BEHAVIOR,LOW,safety_events,Harsh braking event detected.,Review braking technique with operator.,True
AL000322,2025-08-13 15:38:00,M0002,OP0031,T00502,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL001134,2025-08-13 17:39:36,M0021,OP0034,T00651,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL000598,2025-08-14 08:50:00,M0003,OP0046,T00290,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000185,2025-08-14 11:10:00,M0003,OP0046,T00290,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,False
AL000273,2025-08-14 11:19:00,M0001,OP0012,T00409,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000274,2025-08-14 12:43:00,M0001,OP0012,T00409,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,False
AL001023,2025-08-14 16:43:24,M0003,OP0046,T00290,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000523,2025-08-15 13:09:00,M0002,OP0021,T00845,PROXIMITY,LOW,safety_events,Site vehicle detected within unsafe operating distance.,Coordinate with vehicle operator and increase clearance.,False
AL000524,2025-08-15 13:59:00,M0002,OP0021,T00845,PROXIMITY,MEDIUM,safety_events,Worker detected within the machine operating zone.,Pause operation and confirm clear zone before resuming.,False
AL000320,2025-08-15 15:56:00,M0007,OP0014,T00499,PROXIMITY,MEDIUM,safety_events,Worker detected within the machine operating zone.,Pause operation and confirm clear zone before resuming.,True
AL001185,2025-08-15 16:14:42,M0002,OP0021,T00845,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000901,2025-08-16 09:00:00,M0033,OP0011,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000374,2025-08-16 11:15:00,M0034,OP0007,T00596,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000370,2025-08-16 11:57:00,M0027,OP0031,T00592,PROXIMITY,LOW,safety_events,Worker detected within the machine operating zone.,Pause operation and confirm clear zone before resuming.,True
AL001276,2025-08-17 06:00:00,M0011,,,ENVIRONMENTAL_RISK,HIGH,environment,"Hazardous environmental conditions (storm, visibility 140m).",Consider pausing operations until conditions improve.,True
AL000831,2025-08-17 09:00:00,M0027,OP0041,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000507,2025-08-17 09:15:00,M0036,OP0054,T00821,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,False
AL001104,2025-08-17 19:04:12,M0039,OP0029,T00555,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000723,2025-08-18 08:00:00,M0019,OP0009,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL001155,2025-08-19 14:08:00,M0005,OP0033,T00723,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000542,2025-08-19 14:48:00,M0038,OP0049,T00019,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,False
AL000942,2025-08-19 15:17:18,M0038,OP0049,T00019,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL001274,2025-08-20 06:00:00,M0005,,,ENVIRONMENTAL_RISK,MEDIUM,environment,"Hazardous environmental conditions (fog, visibility 68m).",Consider pausing operations until conditions improve.,True
AL000579,2025-08-20 07:56:00,M0031,OP0027,T00174,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,False
AL000588,2025-08-20 14:14:00,M0021,OP0053,T00216,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000141,2025-08-20 14:17:00,M0021,OP0053,T00216,PROXIMITY,LOW,safety_events,Unsafe reversing maneuver detected.,Reinforce spotter protocol for reversing operations.,True
AL000647,2025-08-21 10:03:00,M0036,OP0045,T00533,UNUSUAL_BEHAVIOR,HIGH,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000341,2025-08-21 11:55:00,M0036,OP0045,T00533,PROXIMITY,LOW,safety_events,Obstacle detected within the machine operating zone.,Reassess path and clear or route around obstacle.,True
AL000708,2025-08-21 12:21:00,M0011,OP0053,T00843,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,True
AL001184,2025-08-21 16:32:30,M0011,OP0053,T00843,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL000622,2025-08-22 08:05:00,M0027,OP0018,T00407,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,False
AL000550,2025-08-22 08:14:00,M0032,OP0037,T00050,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000832,2025-08-22 09:00:00,M0022,OP0019,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000272,2025-08-22 09:23:00,M0027,OP0018,T00407,PROXIMITY,LOW,safety_events,Worker detected within the machine operating zone.,Pause operation and confirm clear zone before resuming.,True
AL000035,2025-08-22 09:31:00,M0032,OP0037,T00050,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000312,2025-08-22 09:34:00,M0021,OP0042,T00488,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000036,2025-08-22 09:48:00,M0032,OP0037,T00050,SEATBELT,HIGH,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,False
AL001083,2025-08-22 09:49:36,M0021,OP0042,T00488,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL000037,2025-08-22 11:17:00,M0032,OP0037,T00050,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000852,2025-08-22 12:00:00,M0038,OP0049,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000499,2025-08-22 14:35:00,M0029,OP0037,T00813,PROXIMITY,LOW,safety_events,Site vehicle detected within unsafe operating distance.,Coordinate with vehicle operator and increase clearance.,True
AL000951,2025-08-22 16:51:06,M0032,OP0037,T00050,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000500,2025-08-22 17:06:00,M0029,OP0037,T00813,UNUSUAL_BEHAVIOR,LOW,safety_events,Harsh braking event detected.,Review braking technique with operator.,True
AL000749,2025-08-23 11:00:00,M0009,OP0009,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,False
AL000743,2025-08-24 09:00:00,M0026,OP0041,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,True
AL001016,2025-08-26 08:48:12,M0018,OP0047,T00277,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL000363,2025-08-26 11:10:00,M0007,OP0047,T00576,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000117,2025-08-26 12:06:00,M0014,OP0051,T00186,UNUSUAL_BEHAVIOR,HIGH,safety_events,Machine speed exceeded safe operating threshold.,Coach operator on speed limits for this machine type.,True
AL000789,2025-08-27 06:00:00,M0005,OP0019,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000784,2025-08-27 08:00:00,M0029,OP0045,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,False
AL000242,2025-08-27 12:08:00,M0025,OP0030,T00354,SEATBELT,HIGH,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,False
AL000521,2025-08-27 12:14:00,M0025,OP0019,T00844,PROXIMITY,HIGH,safety_events,Obstacle detected within the machine operating zone.,Reassess path and clear or route around obstacle.,True
AL000522,2025-08-27 15:15:00,M0025,OP0019,T00844,PROXIMITY,HIGH,safety_events,Obstacle detected within the machine operating zone.,Reassess path and clear or route around obstacle.,True
AL000303,2025-08-27 15:33:00,M0037,OP0019,T00468,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,False
AL000201,2025-08-27 16:34:00,M0038,OP0034,T00303,UNUSUAL_BEHAVIOR,HIGH,safety_events,Machine speed exceeded safe operating threshold.,Coach operator on speed limits for this machine type.,True
AL000304,2025-08-27 17:35:00,M0037,OP0019,T00468,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000238,2025-08-28 08:50:00,M0035,OP0005,T00351,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000610,2025-08-28 09:34:00,M0008,OP0027,T00348,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000309,2025-08-28 10:50:00,M0033,OP0010,T00472,UNUSUAL_BEHAVIOR,LOW,safety_events,Harsh braking event detected.,Review braking technique with operator.,True
AL000236,2025-08-28 10:54:00,M0008,OP0027,T00348,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,False
AL001115,2025-08-28 10:58:30,M0035,OP0050,T00590,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000237,2025-08-28 12:19:00,M0008,OP0027,T00348,PROXIMITY,LOW,safety_events,Worker detected within the machine operating zone.,Pause operation and confirm clear zone before resuming.,True
AL000683,2025-08-29 09:34:00,M0034,OP0013,T00738,UNUSUAL_BEHAVIOR,HIGH,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000760,2025-08-29 10:00:00,M0007,OP0052,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000451,2025-08-29 10:09:00,M0034,OP0013,T00738,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,False
AL000452,2025-08-29 10:35:00,M0034,OP0013,T00738,SEATBELT,HIGH,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,False
AL000453,2025-08-29 10:50:00,M0034,OP0013,T00738,PROXIMITY,LOW,safety_events,Worker detected within the machine operating zone.,Pause operation and confirm clear zone before resuming.,True
